element,id,geometry,addr:city,addr:postcode,addr:street,amenity,check_date,name,name:kn,emergency,healthcare,addr:housename,designation,addr:district,addr:full,addr:state,level,source,wheelchair,addr:housenumber,name:en,operator,operator:short,operator:type,operator:wikidata,name:ta,addr:country,phone,website,email,healthcare:speciality,addr:floor,opening_hours,note,addr:subdistrict,short_name,branch,mobile,barrier,boundary,name:etymology:wikidata,wikidata,building,fixme:website,religion,alt_name,education,building:levels,description,wikipedia,landuse,old_name,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,roof:levels,roof:shape,toilets:wheelchair,grades,contact:phone,facebook,twitter,type,building:colour,layer,min_level
node,7572526699,POINT (77.6662889 12.9635299),,560017,,hospital,,Jhon's Medical Hospital,,,,,,Bengaluru Urban,"Jyothi Nagar, Bengaluru",Karnataka,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9841433907,POINT (77.7216631 12.9556074),,,,hospital,28-06-2025,Devi Eye Hospital,,,hospital,,,,,,,,,,,,,,,,,,,,ophthalmology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10051271572,POINT (77.7305782 12.9563317),,,,hospital,29-06-2025,Siddanth Hospital,,,hospital,,,,,,,,,,,,,,,,,,,,ent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10760842111,POINT (77.7133527 12.9617336),,,"60 Ft Road, AECS Layout",school,,Tom & Jerry Creche,,,,Tom & Jerry Creche,,,,,,,,"1345, D Block, AECS Layout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11274969773,POINT (77.70845 12.9736914),,,,school,,The Alternative Learning Community,,,,,,,,,,,,,,,,,,,,,https://www.thealternativelearningcommunity.com,,,,,,,TALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12246090205,POINT (77.6935636 12.9964893),,,,police,12-10-2024,Mahadevapura Traffic Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12246090206,POINT (77.6936783 12.9964748),,,,police,12-10-2024,Office Of The Assistant Commissioner Whitefield Subdivision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12270718858,POINT (77.7023679 12.9651511),,,,school,20-10-2024,Government Lower Primary School,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12500298573,POINT (77.7500478 12.9678752),,,,hospital,12-07-2025,Dr. Agarwal's Eye Hospital,,,hospital,,,,,,,,,,,Dr. Agarwal's Eye Hospital,,private,Q17052044,,,,,,,,,,,,Whitefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12651832969,POINT (77.7414284 12.9566829),,,,hospital,11-03-2025,Cloud Nine,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12767981104,POINT (77.7092104 12.980602),,,,hospital,,Narayana Nethralaya,,,,,,,,,,,,,,,,,,,,8066121658,https://www.narayananethralaya.org/,,,,Mo-Sa 08:30-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12767981105,POINT (77.7258334 12.9762006),,,,hospital,,Nethradhama,,,,,,,,,,,,,,,,,,,,080 62646800,https://nethradhama.org/,,,,"Mo-Sa 09:00-20:00,Su 09:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13049395284,POINT (77.7132267 12.9651695),,,,school,05-08-2025,Global/Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13049395285,POINT (77.7134399 12.9652449),,,,school,05-08-2025,School Of Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+91 74112 74433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13049405747,POINT (77.7158509 12.9669964),,,5th Main Road,school,05-08-2025,Meraki School Of Art,,,,,,,,,,,,359,,,,private,,,,,,,,,,,,,,+91 99013 65885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13070773910,POINT (77.7395417 13.0020286),,,,school,,Gopalpur Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13821104862,POINT (77.7298427 12.9880628),Bangalore,560066,ITPL Main Road,hospital,,"Healing Hands Clinic - Whitefield, Bengaluru",,,hospital,,,,,,,,,"Zenya Signature, 4th Floor",,,,,,,,,https://www.healinghandsclinic.co.in/bengaluru-location/piles-fistula-hospital-in-whitefield-bengaluru/,,proctology;piles;hernia;fissure;fistula;varicose_veins;pilondal_sinus,,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,14047953999,POINT (77.6996855 12.9708573),,,,school,25-07-2026,Center For Children With Autism And Other Developmental Disabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1848568,"POLYGON ((77.7245985 12.9644302, 77.7246001 12.9644705, 77.7245641 12.9644718, 77.7245713 12.9646664, 77.7246325 12.9646643, 77.7246338 12.9647017, 77.7248242 12.9646952, 77.7248229 12.9646582, 77.7248737 12.9646565, 77.7248667 12.9644536, 77.7248098 12.9644555, 77.7248087 12.9644229, 77.7247265 12.9644255, 77.7247248 12.9643764, 77.724857 12.9643722, 77.7248559 12.9643374, 77.7249288 12.9643351, 77.7249334 12.9644714, 77.7250013 12.9644692, 77.7249976 12.9643589, 77.7250749 12.9643564, 77.7250729 12.9642952, 77.7251671 12.9642921, 77.7251572 12.9639996, 77.7251556 12.9639651, 77.724592 12.9639902, 77.7245942 12.9640369, 77.7244972 12.9640412, 77.7244942 12.9639761, 77.7243245 12.9639835, 77.724327 12.9640359, 77.7242726 12.9640383, 77.724277 12.9641357, 77.7243525 12.9641325, 77.7243539 12.9641649, 77.7245395 12.9641572, 77.7245424 12.9642222, 77.7245899 12.9642202, 77.7245918 12.9642654, 77.7246451 12.9642634, 77.7246517 12.9644282, 77.7245985 12.9644302), (77.7247213 12.9642217, 77.7247642 12.9642191, 77.7247635 12.9641804, 77.7248152 12.9641772, 77.7248152 12.9641119, 77.7249573 12.9641067, 77.725019 12.9641485, 77.725019 12.9642243, 77.7249547 12.9642295, 77.7249278 12.9642635, 77.7247257 12.9642666, 77.7247213 12.9642217))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,
relation,2418711,"POLYGON ((77.7314252 12.9745787, 77.7314013 12.9742777, 77.7305354 12.9743432, 77.7305594 12.9746442, 77.7314252 12.9745787), (77.7311422 12.974478, 77.731138 12.9743996, 77.7312895 12.9743919, 77.7312937 12.9744703, 77.7311422 12.974478), (77.7306734 12.9745159, 77.7306706 12.9744369, 77.7307927 12.9744329, 77.7307954 12.9745118, 77.7306734 12.9745159))",bangalore,560066,"EPIP Area, Vydehi Campus, Whitefield, Vijayanagar, Nallurhalli, Whitefield,",school,11-06-2025,Vydehi School of Excellence,,,,,,,,,,,yes,82,,,,,,,,080 4663 6000,https://www.vydehischool.com/,,,,,,,VSE,,,,,,,yes,,,,,5,,,,,,,,,,1,flat,,,,,,multipolygon,#eecfaf,,
relation,4497967,"POLYGON ((77.7295014 12.97602, 77.7294935 12.9759159, 77.7299378 12.9758838, 77.7299245 12.9757094, 77.7298481 12.975715, 77.7298455 12.9756849, 77.729901 12.9756795, 77.7298981 12.9756439, 77.7298838 12.9754701, 77.7294919 12.9754984, 77.7294855 12.9754137, 77.7298551 12.975387, 77.7298287 12.9750404, 77.7296932 12.9750503, 77.7297078 12.9752425, 77.7295989 12.9752504, 77.7295818 12.9750255, 77.7293135 12.975045, 77.7293066 12.9749538, 77.7288314 12.9749882, 77.7288391 12.9750894, 77.7287693 12.9750945, 77.7287994 12.9754895, 77.7291501 12.9754642, 77.7291549 12.975527, 77.7288159 12.9755515, 77.72883 12.9757368, 77.7292121 12.9757092, 77.7292169 12.9757721, 77.7288494 12.9757986, 77.7288636 12.9759858, 77.7293152 12.9759532, 77.7293213 12.976033, 77.7295014 12.97602), (77.7289547 12.975221, 77.7291345 12.9752081, 77.7291437 12.9753301, 77.7289639 12.9753431, 77.7289547 12.975221))",,560066,,hospital,24-06-2025,Vydehi Institute Of Medical Sciences And Research Centre,,yes,,,,Bengaluru Urban,"82, Epip Area Nellurahalli White Field Road",Karnataka,,OpenGovernmentData;local knowledge,yes,,,,,,,,,,,,,,24-Jul,,,,,,,,,,hospital,,,,,4,,,,,yes,yes,yes,,,1,flat,yes,,,,,multipolygon,#eecfaf,1,-1
relation,18010930,"POLYGON ((77.7116928 12.9702665, 77.7117271 12.9701656, 77.7114746 12.9700946, 77.7114454 12.9701881, 77.7116928 12.9702665), (77.7114845 12.9701086, 77.7116154 12.9701441, 77.7115954 12.9702141, 77.7114645 12.9701786, 77.7114845 12.9701086))",,,6th Cross Road,school,05-09-2026,Government School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,
way,89781247,"POLYGON ((77.7058913 12.992861, 77.7063603 12.9928423, 77.7064912 12.9924216, 77.7065535 12.9922212, 77.7061156 12.9921149, 77.7060469 12.9923399, 77.7059451 12.9926728, 77.7058913 12.992861))","Hudi, Bangalore",,Graphite India Road,hospital,,ESI Dispensary,,,hospital,,,,,,,,,,,Employees' State Insurance,ESI,public,Q3595726,,,080 28524261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102937348,"POLYGON ((77.7183266 13.0045097, 77.7183214 13.0044653, 77.718293 13.00422, 77.7181787 13.003798, 77.7178397 13.0028087, 77.7183134 13.002732, 77.7185454 13.0027718, 77.718719 13.0028693, 77.7189052 13.0030036, 77.7189879 13.0031087, 77.7189917 13.0032029, 77.7189854 13.0035707, 77.7190549 13.0038857, 77.7190193 13.0040175, 77.7189793 13.0042683, 77.7188723 13.0045341, 77.7183266 13.0045097))","Ayyappanagar, Bangalore",560036,Kodigehalli Main Road,school,,Diya Academy of Learning,,,,,,,,,,,,70/1,,,,,,,,+91-80-32953468;+919901451041,https://diyaschool.com/,brijesh.kumavat@diyaschool.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122157597,"POLYGON ((77.713565 12.9561646, 77.7136546 12.956203, 77.7141388 12.9562964, 77.7134009 12.9586563, 77.7128362 12.9585004, 77.7129523 12.9581227, 77.713565 12.9561646))",,,,hospital,,Karunashraya,ýýýýýýýýýýýýýýýýýýýýýýýýýýý,,hospital,,,,,,,,,,,,,,,,,,https://www.karunashraya.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122270534,"POLYGON ((77.7233322 12.9642097, 77.723313 12.9644775, 77.7232872 12.9653715, 77.7233888 12.9653721, 77.7246942 12.9654048, 77.7246873 12.9650264, 77.7249281 12.9645529, 77.7250931 12.9644281, 77.7252936 12.9643475, 77.7252377 12.9638992, 77.7241355 12.963932, 77.7240871 12.9639329, 77.7240531 12.9641898, 77.7240492 12.964229, 77.7240474 12.9642492, 77.7235459 12.9642239, 77.7233322 12.9642097))",,560037,,school,,Ryan International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122403363,"POLYGON ((77.7077567 12.9861177, 77.7060581 12.986212, 77.7060201 12.9866429, 77.707622 12.9865246, 77.7077567 12.9861177))","Mahadevapura, Bangalore",,Graphite India Road,school,,Gopalan National School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122668468,"POLYGON ((77.7422222 12.975825, 77.7413933 12.9760632, 77.7416149 12.9766695, 77.7417922 12.9771372, 77.741861 12.9773315, 77.7426526 12.9771174, 77.7422222 12.975825))",Bangalore,560066,"Opp. E.C.C, Whitefield,",school,,The Deen's Academy,,,,,,,,,,,,,,,,,,,IN,9.641751814,https://deensacademy.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124013167,"POLYGON ((77.7371413 12.9569415, 77.7372781 12.9561684, 77.737766 12.9562502, 77.7387638 12.9562711, 77.738696 12.9569351, 77.7371413 12.9569415))",,,,school,28-10-2025,Government School,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124013168,"POLYGON ((77.713336 12.956216, 77.713565 12.9561646, 77.7129523 12.9581227, 77.712078 12.9579489, 77.7121102 12.9577816, 77.7121582 12.9576543, 77.7122282 12.9574888, 77.7123299 12.9573197, 77.7123982 12.9571946, 77.7124374 12.9571229, 77.7127325 12.9566471, 77.7128895 12.9561727, 77.713336 12.956216))",Bengaluru,560037,Varthur Road,hospital,03-09-2025,Sankara Eye Hospital,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,,hospital,,,Bengaluru Urban,"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road",Karnataka,,,,,,,,,,,,,https://www.sankaraeye.com,bangalore@sankaraeye.com,ophthalmology,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124782791,"POLYGON ((77.7275661 12.9802633, 77.727587 12.9803684, 77.7276716 12.9804146, 77.7277163 12.9804936, 77.7279564 12.98162, 77.7279934 12.9816747, 77.7280164 12.9817507, 77.7279249 12.9818599, 77.7282965 12.9826547, 77.7284639 12.9830536, 77.7286208 12.9833672, 77.7286515 12.9834331, 77.7307563 12.9824124, 77.7321044 12.9824401, 77.7330434 12.9824572, 77.7326074 12.9807109, 77.732965 12.980662, 77.7329969 12.9802933, 77.7327289 12.9800358, 77.7317697 12.9784154, 77.7298935 12.9783298, 77.7298984 12.9785213, 77.7299277 12.9793195, 77.7295647 12.9794754, 77.7295971 12.9795457, 77.7296425 12.9796445, 77.7281412 12.9802566, 77.7275661 12.9802633))",,,,hospital,,Sri Sathya Sai Institute of Higher Medical Sciences,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,Q483931,Q11308041,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129843837,"POLYGON ((77.7477041 12.9710227, 77.7471515 12.9707666, 77.7473634 12.9704869, 77.7474546 12.9703981, 77.7475659 12.9703215, 77.7479736 12.9707555, 77.7478194 12.9709051, 77.7477041 12.9710227))",,560066,Inner Circle,school,,St. Thomas School,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136477081,"POLYGON ((77.7478742 12.9743266, 77.7478703 12.9738468, 77.7478796 12.9735943, 77.7481842 12.9735428, 77.7483427 12.9735122, 77.7483129 12.973161, 77.7485312 12.9731559, 77.7485941 12.9738896, 77.7486263 12.9742465, 77.7478742 12.9743266))",,,,school,,Cottolengo Special School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136492654,"POLYGON ((77.7571548 12.9943009, 77.7571323 12.9942102, 77.7572055 12.9941929, 77.7572168 12.9942385, 77.7572281 12.9942836, 77.7571548 12.9943009))",,,,police,,Whitefield Traffic Police Station,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,136507312,"POLYGON ((77.7488934 12.9782125, 77.7484595 12.9771045, 77.7478686 12.9772721, 77.7477756 12.9774138, 77.7477189 12.9775056, 77.7473373 12.9781236, 77.7474066 12.9784018, 77.7479866 12.977964, 77.7481956 12.9786512, 77.7486349 12.9785649, 77.7488934 12.9782125))",,,,school,,Abhayadhama Human Development Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141454555,"POLYGON ((77.7501684 12.9702929, 77.7507 12.9702521, 77.7507377 12.9705848, 77.750223 12.9707096, 77.7501684 12.9702929))",,,,school,08-07-2025,Sisa Indo-Swiss Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,155973105,"POLYGON ((77.7312514 12.9560899, 77.7312573 12.9556272, 77.7312594 12.9554652, 77.7319246 12.9554972, 77.7319174 12.9557848, 77.7319152 12.9561441, 77.7312514 12.9560899))",,,,school,28-10-2024,Siddapura Government Primary School,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157204432,"POLYGON ((77.7119517 12.9562219, 77.7117894 12.957062, 77.7110005 12.9568259, 77.7109686 12.9568163, 77.7112234 12.9562467, 77.7119517 12.9562219))",,,Varthur Road,school,14-04-2025,Navaprajna Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159031330,"POLYGON ((77.750769 12.9763482, 77.7510059 12.9775963, 77.7508235 12.9775754, 77.749874 12.9774238, 77.7494448 12.9774813, 77.7493 12.9768906, 77.7484595 12.9771045, 77.7480978 12.9758875, 77.7488172 12.9758451, 77.7494635 12.9758321, 77.7495543 12.9758263, 77.7502038 12.9757851, 77.7506584 12.9757485, 77.750769 12.9763482))",,,Whitefield Main Road,school,24-05-2025,St. Joseph's Convent High School,,,,,,,,,,,,,,,,,,,,080-28457985,,sjcems2011@gmail.com,,,,,,,,,,,,,,http://sjcemswhitefield,christian,,,,,,,,,,,,,,,,,,,,,,,
way,159852775,"POLYGON ((77.6842461 13.0000808, 77.6842648 12.9996627, 77.6843587 12.9996548, 77.6843346 13.0000834, 77.6842461 13.0000808))",,,,school,,St. Peter's School,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,168345821,"POLYGON ((77.7474066 12.9784018, 77.7478462 12.9801526, 77.748616 12.9799955, 77.7483813 12.9791528, 77.7485891 12.9789633, 77.7486349 12.9785649, 77.7481956 12.9786512, 77.7479866 12.977964, 77.7474066 12.9784018))",,560066,,school,,Holy Cross School & College,,,,,,,,,,,,,,,,,,,,,http://hcscwhitefield.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174046849,"POLYGON ((77.706395 12.9523086, 77.7069641 12.9523373, 77.7071186 12.9515016, 77.7066235 12.9514496, 77.706395 12.9523086))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,188334989,"POLYGON ((77.6836847 13.0074817, 77.6837897 13.0075631, 77.6838246 13.0076101, 77.6838621 13.0077015, 77.6838433 13.0078296, 77.6838058 13.007929, 77.6849806 13.0086031, 77.6856619 13.0074665, 77.6842108 13.0066093, 77.6839228 13.0070868, 77.6836847 13.0074817))",,,,school,,ITI Vidya Mandir School,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,213366824,"POLYGON ((77.6998561 13.0217587, 77.7001833 13.0215653, 77.7003486 13.0215478, 77.7013421 13.0216489, 77.7012804 13.0226733, 77.7001458 13.0227765, 77.7001029 13.0225113, 77.6998561 13.0217587))",,,,school,,St Anthony's Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219618426,"POLYGON ((77.6955897 12.994389, 77.6954228 12.9944223, 77.6950955 12.9945056, 77.6951945 12.9947102, 77.6953156 12.9950488, 77.695702 12.9949761, 77.6955897 12.994389))",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,239716193,"POLYGON ((77.6682764 13.0317168, 77.6689457 13.0316113, 77.6688507 13.0311422, 77.6681924 13.0310174, 77.6682764 13.0317168))",KALKERE,,Kalkere Main Road;Horamavu Main Road,school,,Sunshine School,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,239716960,"POLYGON ((77.6733044 13.0332107, 77.6732659 13.0327826, 77.6738817 13.0327368, 77.6738772 13.0331915, 77.6733044 13.0332107))",,,,school,,Kalkere Government High School,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,252086267,"POLYGON ((77.7043359 13.006705, 77.7051002 13.0065426, 77.7050921 13.0064871, 77.7053327 13.0064393, 77.7052375 13.0058565, 77.7051061 13.0058199, 77.7049823 13.0058375, 77.7046245 13.0060039, 77.7041773 13.0061663, 77.7042261 13.0065466, 77.7043359 13.006705))",,,,school,,Chaitanya School,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,252087018,"POLYGON ((77.7012601 13.0103637, 77.7012708 13.0097996, 77.7019628 13.0097574, 77.7020272 13.0105414, 77.7012601 13.0103637))",,,,school,,Amar Jyothi Public School & Pre-University College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,252087030,"POLYGON ((77.7044641 13.0110437, 77.7044517 13.0107112, 77.7049146 13.0107116, 77.7049099 13.0109625, 77.7051274 13.0109627, 77.705153 13.0114251, 77.7049242 13.0113277, 77.7044641 13.0110437))","K R Puram, Bangalore",,,school,,Cambridge School,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257750531,"POLYGON ((77.6804768 13.0164819, 77.6804748 13.016358, 77.6808531 13.0163404, 77.6808535 13.0162677, 77.6810039 13.0162592, 77.6810061 13.0163291, 77.6814791 13.0162939, 77.6814825 13.0164108, 77.6804768 13.0164819))",,,,school,,Christ the King School,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257750537,"POLYGON ((77.6813276 13.0190846, 77.6813204 13.0189583, 77.6816509 13.0189519, 77.6816817 13.0192243, 77.681481 13.019244, 77.6814717 13.01909, 77.6813276 13.0190846))",,,,school,,Kowdenahalli Government School,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,259894700,"POLYGON ((77.7148836 12.9533968, 77.7149905 12.953407, 77.7150061 12.9532518, 77.7148991 12.9532417, 77.7148836 12.9533968))",,,,school,,Sarah Montessori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,262198741,"POLYGON ((77.7053584 12.9555896, 77.705257 12.9555889, 77.7052582 12.955419, 77.7053597 12.9554197, 77.7053584 12.9555896))",,,,hospital,,Lions Seva Hospital,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,283808758,"POLYGON ((77.7021742 12.9993418, 77.7021179 12.9987427, 77.7030085 12.9986573, 77.7039474 12.9985858, 77.7040631 12.9991946, 77.7027731 12.9992979, 77.7021742 12.9993418))",,560048,4th Cross Road,school,,The Brigade School,,,,,,,,,,,,9,The Brigade School @ Mahadevapura,,,,,,,+918041158829;+919108551684;+919108424914,https://www.brigadeschools.edu.in/the-brigade-school-mahadevapura/,tbswcommunication@brigadeschools.edu.in,,,Mo-Fr 08:30-17:00; Sa 08:30-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,290187542,"POLYGON ((77.6657975 12.9610773, 77.6662637 12.9608637, 77.6665641 12.960801, 77.6669509 12.9607845, 77.6673634 12.9608219, 77.6676965 12.9608786, 77.6681225 12.9610153, 77.6682539 12.9617263, 77.6672454 12.9625209, 77.6655829 12.96378, 77.6653415 12.9639525, 77.6647822 12.9632004, 77.664553 12.9630324, 77.665157 12.9620988, 77.6652831 12.9619103, 77.6651962 12.9617786, 77.665341 12.9615851, 77.6657975 12.9610773))",,,,hospital,,HAL Hospital,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindustan Aeronautics Limited Hospital,,,,,,,,,,,,,,,,,,,,,,
way,314210261,"POLYGON ((77.6737038 12.9797763, 77.6745046 12.9795041, 77.6743566 12.9791295, 77.6743922 12.97911, 77.674358 12.9790293, 77.6742963 12.9788839, 77.6740589 12.9783249, 77.6735859 12.9784805, 77.6737681 12.9788968, 77.6734707 12.9790088, 77.6737038 12.9797763))",,,,school,,NCFE School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,
way,323037303,"POLYGON ((77.6695693 12.973276, 77.6692012 12.9735887, 77.6684861 12.9727944, 77.6688582 12.9724797, 77.6695693 12.973276))",,,,school,,Shishya BEML Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,346449367,"POLYGON ((77.7477389 12.9830027, 77.7479356 12.9829375, 77.7478862 12.982796, 77.7476895 12.9828611, 77.7477389 12.9830027))",,,,hospital,,Amrik Hospital,,no,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,346714039,"POLYGON ((77.7125706 12.9600078, 77.7126768 12.9600206, 77.7126902 12.9599161, 77.7125839 12.9599032, 77.7125706 12.9600078))",Bangalore,560037,"3rd Cross Road, Vaikuntam Layout",hospital,,Ways2Guide Speech Therapy Center,,,hospital,,,Bengaluru Urban,,,,,limited,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speech Therapy Center,,,,,,,,,,,,,,,,,,,
way,346722362,"POLYGON ((77.6937069 12.9718552, 77.6938453 12.9718549, 77.6938451 12.9717686, 77.6937066 12.9717689, 77.6937069 12.9718552))",,560037,,hospital,01-04-2024,Government Primary Health Centre,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý,,hospital,,,Bangalore,"Vibhutipura Extension, Doddanekundi",Karnataka,,OpenGovernmentData,,,,,,,,,,,,,,,,,Bangalore East,,,,,,,,yes,,,,,1,,,,,,,,,,,,,,,,,,,,
